HO DATE,STATION, SERIES,VOUCHER NO,DCR DATE,ACC NAME,SUB HEAD,NARRATION,AMOUNT
14/01/2021,CHRI,CRJAN21,631,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:CHRI DT:08-01-21
",28.00
14/01/2021,CHRI,DPJAN21,3984,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CHRI DT:08/01/21
",-146.00
14/01/2021,BNWR,DPJAN21,2137,05/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BNWR DT:05/01/21,-265.00
14/01/2021,YGTL,CRJAN21,646,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:08-01-21
",17.00
14/01/2021,AMK,DPJAN21,3429,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AMK DT:07/01/21
",-118.00
14/01/2021,PVGD,DPJAN21,1395,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:04/01/21
",-369.00
14/01/2021,MUDN,CRJAN21,464,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:06-01-21

",18.00
14/01/2021,BRPM,DPJAN21,2957,06/01/2021,Freight Collection O.S Others,,"
PAYMENT CC AMOUNT BRPM DT06/01/21",-860.00
14/01/2021,PVGD,DPJAN21,2068,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:05/01/21
",-246.00
14/01/2021,TRVL,DPJAN21,4452,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  TRVL DT:08/01/21
",-44.00
14/01/2021,YGTL,CRJAN21,420,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:06-01-21
",52.00
14/01/2021,BNWR,CRJAN21,505,07/01/2021,Freight Collection O.S Others,,Recovery Of Cc Amount At:bnwr Dt:07-01-21 ,50.00
14/01/2021,GTK,DPJAN21,1572,04/01/2021,Freight Collection O.S Others,,"PAYMENT OFcleaning  CHARGES monthly december ATGTK DT:04/01/21

",-600.00
14/01/2021,MDM,CRJAN21,985,12/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:12-01-21
",96.00
14/01/2021,VZM,DPJAN21,6784,13/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  VZM DT:13/01/21,-70.00
14/01/2021,TDVN,DPJAN21,3298,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  TDVN DT:07/01/21
",-28.00
14/01/2021,AHAS,DPJAN21,3259,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT AHAS DT:06/01/21,-212.00
14/01/2021,CDP,DPJAN21,5055,10/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:10/01/21
",-7.00
14/01/2021,TTM,DPJAN21,15459,09/01/2021,Freight Collection O.S Others,,Payment Of Cc Amount At Ttm Dt:09/01/21 ,-400.00
14/01/2021,PKMD,CRJAN21,528,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:07-01-21
",120.00
14/01/2021,MSN,DPJAN21,4198,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MSN DT:08/01/21
",-252.00
14/01/2021,VLLR,DPJAN21,3801,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  VLLR DT:07/01/21,-109.00
14/01/2021,GPPM,DPJAN21,4641,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:09/01/21
",-33.00
14/01/2021,STNM,CRJAN21,543,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:STNM DT:07-01-21

",345.00
14/01/2021,VAPI,DPJAN21,4012,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VAPI DT:08/01/21
",-4000.00
14/01/2021,TTB,DPJAN21,5154,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  TTB DT:09/01/21,-948.00
14/01/2021,GPPM,DPJAN21,4071,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:08/01/21
",-40.00
14/01/2021,PVGD,CRJAN21,372,05/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:05-01-21
",180.00
14/01/2021,MDM,DPJAN21,6120,12/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  MDM DT:12/01/21,-32.00
14/01/2021,NPM,CRJAN21,1051,12/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:NPM DT:12-01-21
",146.00
14/01/2021,KRTR,DJJAN21,12759,14/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:14-01-21.
",-398.00
14/01/2021,KRTR,DJJAN21,12761,14/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:14-01-21.
",-347.00
14/01/2021,BLTR,DJJAN21,13292,14/01/2021,Freight Collection O.S Others,,"PAYMENT OF BLCB BRANCH LOADING CHARGES ON:14/01/21 1380*100=138 AMOUNT PAID AT BLTR DT:14-01-21.

",-138.00
14/01/2021,HO,DJJAN21,13875,14/01/2021,Freight Collection O.S Others,,PAYMENT OF DELIVERY COLLECTION AMOUNT ADJUSTMENT ,120.00
14/01/2021,GTK,DPJAN21,2903,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GTK DT:06/01/21
",-50.00
14/01/2021,RJY,DPJAN21,3728,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT RJY DT:07/01/21,-304.00
14/01/2021,AHSP,DPJAN21,3838,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:07/01/21,-242.00
14/01/2021,SRTS,CRJAN21,488,06/01/2021,Freight Collection O.S Others,,"RECOVERY OFdcr closing purpose because -5 rupees in showing in dcr
",5.00
14/01/2021,CPRA,DPJAN21,4170,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:08/01/21

",-69.00
14/01/2021,CDP,DPJAN21,4298,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:08/01/21
",-407.00
14/01/2021,VKG,DPJAN21,3809,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VKG DT:7/01/21
",-202.00
14/01/2021,GID,CRJAN21,843,11/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:11-01-21
",230.00
14/01/2021,MSG,DPJAN21,3868,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  MSG DT:07/01/21,-348.00
14/01/2021,KNDP,CRJAN21,1013,12/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KNDP DT:12-01-21
",63.00
14/01/2021,VZI,DPJAN21,6497,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VZI DT:13/01/21
",-344.00
14/01/2021,AHSP,DPJAN21,3253,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT AHSP DT:06/01/21,-669.00
14/01/2021,VKG,CRJAN21,618,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VKG DT:08-01-21
",130.00
14/01/2021,HO,CPJAN21,4541,14/01/2021,Freight Collection O.S Others,,Payment Of Hamali Charges For Trust Provisions Loading Charges ,-50.00
14/01/2021,MDM,DPJAN21,5108,10/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MDM DT:10/01/21
",-108.00
14/01/2021,KNCP,DPJAN21,3392,07/01/2021,Freight Collection O.S Others,,Payment Of Cc  Amount At Kncp Dt:07/01/21,-762.00
14/01/2021,AAP,DPJAN21,2877,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:06/01/21
",-234.00
14/01/2021,PVGD,CRJAN21,286,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:04-01-21
",200.00
14/01/2021,ANKL,DPDEC20,16484,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT ANKL DT:31/12/2020
  
",-215.00
14/01/2021,TTRJ,DPJAN21,3811,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  TTRJ DT:07/01/21,-349.00
14/01/2021,VKG,CRJAN21,544,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VKG DT:07-01-21
",205.00
14/01/2021,VKG,DPJAN21,5134,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VKG DT:09/01/21
",-209.00
14/01/2021,RCTR,DJJAN21,12808,14/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-12/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:14-01-21.",-660.00
,,,,,,,"
",
14/01/2021,MUDN,DPJAN21,2024,05/01/2021,Freight Collection O.S Others,,PAYMENT OF CC  AMOUNT AT MUDN DT:05/01/21,-332.00
14/01/2021,PKMD,CRJAN21,330,05/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:05-01-21

",30.00
14/01/2021,BRPM,DPJAN21,3893,08/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BRPM DT:08/01/21,-400.00
14/01/2021,PKMD,CRJAN21,234,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:04-01-21

",45.00
14/01/2021,VSN,DPJAN21,3718,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VSN DT:07/01/21
",-122.00
14/01/2021,BLHS,DPJAN21,2907,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:06/01/21,-200.00
14/01/2021,BLHS,CRJAN21,431,06/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:BLHS DT:06-01-21,120.00
14/01/2021,MDM,CRJAN21,764,10/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:10-01-21
",60.00
14/01/2021,BLHS,DPJAN21,2882,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:06/01/21,-250.00
14/01/2021,GTK,DPJAN21,1556,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GTK DT:04/01/21
",-61.00
14/01/2021,AHSJ,DPJAN21,3396,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSJ DT:07/01/21,-190.00
14/01/2021,CDP,DPJAN21,4881,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:09/01/21
",-389.00
14/01/2021,CDP,DPJAN21,4254,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:08/01/21
",-22.00
14/01/2021,VZM,DPJAN21,6593,13/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  VZM DT:13/01/21,-54.00
14/01/2021,GID,DPJAN21,5461,11/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:11/01/21,-115.00
14/01/2021,HSSN,DPJAN21,2535,05/01/2021,Freight Collection O.S Others,,TOWARDS CC PAYMENT AT HSSN ON 05/01/21,-55.00
14/01/2021,VSD,DPJAN21,4757,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  VSD DT:09/01/21,-50.00
14/01/2021,MSN,CRJAN21,622,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:08-01-21
",19.00
14/01/2021,VSN,DPJAN21,4342,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VSN DT:08/01/21
",-150.00
14/01/2021,ANKL,DPDEC20,15866,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT ANKL DT:30/12/20 ,-62.00
14/01/2021,VSD,DPJAN21,4094,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VSD DT:08/01/21
",-26.00
14/01/2021,VLLR,DPJAN21,3967,08/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  VLLR DT:08/01/21,-526.00
15/01/2021,HYTR,DJJAN21,13475,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF HOG BRANCH KANTA COOLI PURPOSE ON DT:12/01/2021 AT HYTR DT:15-01-21.
",-375.00
15/01/2021,CDTR,DJJAN21,13379,15/01/2021,Freight Collection O.S Others,,"RECOVERY OF PVT VEH PATTA AMAUMULU AMT AT CDTR DT:15.01.21 VNO: AP39X4266/AA2874/12.01.21/VZTR 
",400.00
15/01/2021,HYTR,DJJAN21,13444,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT ON DT:14/01/2021 AT HYTR DT:15-01-21.
",-2800.00
15/01/2021,HYTR,DJJAN21,13445,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR & HYN GODOWN CLEANING PURPOSE FOR PVT COOLIE ON DT:14/01/2021 AT HYTR DT:15-01-21.
",-550.00
15/01/2021,RCTR,DJJAN21,13792,15/01/2021,Freight Collection O.S Others,,"PV Verification CTO unload and load hamali expenses v no:AP16TH7249 INV NO:HR0511 DT:07/01/21 4nO OF Hamalis 4*330=1320 AT RCTR DT:15-01-21.
",-1320.00
15/01/2021,HYTR,DJJAN21,13440,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES PVT AUTO TRAVELING CHARGES ON DT:13/01/2021 V.NO:AP29CV1060 AT HYTR DT:15-01-21.
",-1200.00
15/01/2021,HYTR,DJJAN21,13442,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT ON DT:13/01/2021 AT HYTR DT:15-01-21
",-2800.00
15/01/2021,HYTR,DJJAN21,13384,15/01/2021,Freight Collection O.S Others,,"CC PAYMENT OF HOG BRANCH LOADING & UNLOADING CHARGES PURPOSE ON DT:13/01/2021 AT HYTR DT:15-01-21.
",-2316.00
15/01/2021,VZR,DPJAN21,6802,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZR DT:13/01/21
",-842.00
15/01/2021,HYTR,DJJAN21,13403,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR & HYN GODOWN CLEANING PURPOSE FOR PVT COOLI ON DT:15/01/2021 AT HYTR DT:15-01-21.
",-550.00
15/01/2021,MDM,CRJAN21,1094,13/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:13-01-21
",64.00
15/01/2021,VZI,DPJAN21,6967,14/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZI DT:14/01/21
",-230.00
15/01/2021,MDM,DPJAN21,6926,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:13/01/21
",-82.00
15/01/2021,CHTR,DJJAN21,13310,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 13.01.21 (NIGHT) AT CHTR DT:15-01-21.
",-1050.00
15/01/2021,RCTR,DJJAN21,13784,15/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-14/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:15-01-21.
",-660.00
15/01/2021,HYTR,DJJAN21,13443,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF SIROZ(SANGHI HAMALI) TIFFINS & MEALS EXPENSES FOR BUSINESS MANAGER PUBLIC DIVISION DOOR BOOKING FOR HKVD BRANCH ON DT:13/01/2021 AT HYTR
",-300.00
16/01/2021,KOLK,DPJAN21,5102,10/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KOLK DT:10/01/21
",-21.00
16/01/2021,CDVM,DPJAN21,803,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT CDVM DT:02/01/21,-120.00
16/01/2021,CDVM,CRJAN21,445,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:CDVM DT:06-01-21
",46.00
16/01/2021,KNDP,CRJAN21,1096,13/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KNDP DT:13-01-21
",192.00
16/01/2021,DRNL,DPJAN21,6450,12/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT DRNL DT:12/01/21
",-53.00
16/01/2021,CDP,DPJAN21,5570,11/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP  DT:11/01/21
",-52.00
16/01/2021,HYTR,DJJAN21,14114,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT FOR BUSINESS MANAGER PUBLIC DIVISION DOOR BOOKING AT HKVD BRANCH ON DT:13/01/2021 AT HYTR DT:16-01-21.
",-600.00
16/01/2021,HYTR,DJJAN21,14115,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT PURPOSE ON DT:15/01/2021 AT HYTR DT:16-01-21
",-2400.00
16/01/2021,CHTR,DJJAN21,13963,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 15.01.21 (NIGHT) AT CHTR DT:16-01-21.

",-1050.00
16/01/2021,GID,DPJAN21,6892,13/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:13/01/21,-25.00
16/01/2021,AAP,DPJAN21,5063,10/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:10/01/21
",-208.00
16/01/2021,MUDN,DPJAN21,3464,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MUDN DT:07/01/21,-98.00
16/01/2021,DRNL,CRJAN21,1022,12/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DRNL DT:12-01-21
",30.00
16/01/2021,HYTR,DJJAN21,14148,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR HYN GODOWN CLEANING PURPOSE PVT COOLI EXPENSES ON DT:16/01/2021 AT HYTR DT:16-01-21.
",-550.00
16/01/2021,HYTR,DJJAN21,14149,16/01/2021,Freight Collection O.S Others,,"CC PAYMENT OF HOG BRANCH LOADING & UNLOADING CHARGES PURPOSE ON DT:15/01/2021 AT HYTR DT:16-01-21
",-1460.00
16/01/2021,CPI,DPJAN21,587,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPI DT:02/01/21
",-100.00
16/01/2021,KNDP,DPJAN21,6476,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KNDP DT:13/01/21 
",-191.00
16/01/2021,MSB,DPJAN21,1365,04/01/2021,Freight Collection O.S Others,,"MSB BRANCH SWEEPER CHARGES FOR PAID TO SWEEPER PER MONTH OF JAN 2021 DT:04/01/2021
",-800.00
16/01/2021,CDVM,DPJAN21,1108,03/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT CDVM DT:03/01/21,-49.00
16/01/2021,NARP,DPJAN21,4589,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT NARP DT:09/01/21
",-77.00
16/01/2021,MSG,DPJAN21,5191,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:09/01/21,-152.00
16/01/2021,MDM,DPJAN21,7096,14/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MDM DT:14/01/21,-64.00
16/01/2021,BLHS,DPJAN21,3655,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:07/01/21,-250.00
16/01/2021,MSM,DPJAN21,5778,11/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:11/01/21,-257.00
16/01/2021,GID,DPJAN21,6176,12/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:12/01/21,-185.00
16/01/2021,MDM,CRJAN21,1135,14/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:14-01-21
",11.00
16/01/2021,MSG,CRJAN21,669,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:08-01-21
",45.00
16/01/2021,MSG,DPJAN21,4483,08/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:08/01/21,-288.00
16/01/2021,KOTR,DPJAN21,2038,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KOTR DT:05/01/21
",-388.00
16/01/2021,MSN,DPJAN21,4711,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MSN DT:09/01/21
",-234.00
16/01/2021,PVGD,CRJAN21,482,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:06-01-21

",120.00
16/01/2021,AAP,DPJAN21,4668,09/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:09/01/21
",-283.00
16/01/2021,MUDN,DPJAN21,5031,10/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MUDN DT: 10/01/21.,-111.00
16/01/2021,AAP,DPJAN21,5564,11/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:11/01/21
",-338.00
16/01/2021,DRNL,CRJAN21,890,11/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DRNL DT:11-01-21
",102.00
16/01/2021,VLLR,DPJAN21,5289,11/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VLLR DT:11/01/21,-889.00
16/01/2021,CDVM,CRJAN21,355,05/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:CDVM DT:05-01-21
",30.00
16/01/2021,HSSN,DPJAN21,3001,06/01/2021,Freight Collection O.S Others,,TOWARDS CC PAYMENT AT HSSN ON 06/01/21,-100.00
16/01/2021,KRTR,DJJAN21,14019,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:16-01-21.
",-406.00
16/01/2021,MSN,CRJAN21,727,09/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:09-01-21
",32.00
16/01/2021,MGBA,DPJAN21,3926,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MGBA DT:08/01/21
",-161.00
16/01/2021,KOLK,DPJAN21,4708,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KOLK DT:09/01/21,-42.00
16/01/2021,MSG,CRJAN21,892,11/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:11-01-21

",20.00
16/01/2021,GID,CRJAN21,1076,13/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:13-01-21
",110.00
16/01/2021,CDP,DPJAN21,5593,11/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:11/01/21
",-258.00
16/01/2021,GID,CRJAN21,981,12/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:12-01-21
",250.00
16/01/2021,INK,DPJAN21,5857,11/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT INK DT:11/01/21,-156.00
16/01/2021,CPI,DPJAN21,1033,03/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPI DT:03/01/21

",-24.00
16/01/2021,RCTR,DJJAN21,14034,16/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-15/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:16-01-21.

",-660.00
16/01/2021,INK,DPJAN21,6281,12/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT INK DT:12/01/21,-82.00
16/01/2021,VZCA,DPJAN21,6499,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:13/01/21
",-1500.00
16/01/2021,BLHS,DPJAN21,3661,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:07/01/21,-359.00
16/01/2021,HSSN,CRJAN21,444,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HSSN DT:06-01-21
",26.00
16/01/2021,CPI,DPJAN21,574,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPI DT:02/01/21
",-51.00
16/01/2021,KRTR,DJJAN21,14020,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:16-01-21.
",-281.00
16/01/2021,MSM,DPJAN21,5168,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:09/01/21,-150.00
16/01/2021,MUDN,CRJAN21,597,08/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:08-01-21
",61.00
16/01/2021,OGL,DPJAN21,4475,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT OGL DT:08/01/21
",-750.00
16/01/2021,CPI,DPJAN21,1402,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPI DT:04/01/21
",-16.00
16/01/2021,CHAP,DPJAN21,5879,11/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CHAP DT:11/01/21

",-308.00
16/01/2021,CDVM,DPJAN21,2361,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDVM DT:05/1/21
",-42.00
16/01/2021,MUDN,CRJAN21,754,10/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:10-01-21
",135.00
16/01/2021,NARP,DPJAN21,3959,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT NARP DT:08/01/21
",-162.00
16/01/2021,PVGD,DPJAN21,3232,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:06/01/21
",-90.00
16/01/2021,VDDR,DPJAN21,428,02/01/2021,Freight Collection O.S Others,,TO THE PAYMENT OF VDDR BRANCH SWEEPER SALARY PURPOSE (LILABEN) FOR THE MONTH OF DECEMBER 2020 AT VDDR DT:02/01/21,-300.00
16/01/2021,MUDN,CRJAN21,539,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:07-01-21
",60.00
16/01/2021,BLHS,CRJAN21,530,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:BLHS DT:07-01-21
",210.00
16/01/2021,CPI,DPJAN21,2097,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPI DT:05/01/21
",-16.00
17/01/2021,VZA,DPJAN21,7013,14/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZA DT:14/01/21
",-300.00
17/01/2021,VZI,DPJAN21,7518,16/01/2021,Freight Collection O.S Others,,"GODOWN CLEANING CHARGES FOR THE MONTH OF JAN 21' DT:16/01/2021
",-50.00
17/01/2021,VZI,DPJAN21,7514,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF STOCK VERIFICATION CHARGES DT:16/01/2021
",-55.00
