HO DATE,STATION, SERIES,VOUCHER NO,DCR DATE,ACC NAME,SUB HEAD,NARRATION,AMOUNT
07/01/2021,VZCA,DPJAN21,1908,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:05/01/21
",-1500.00
07/01/2021,HYTR,DJJAN21,6728,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF WIPRO DOOR BOOKING HAMALIES PAYMENT FROM 21/12/2020 TO 05/01/2021 AT HYTR DT:07-01-21.
",-6600.00
07/01/2021,HKBG,DPDEC20,15805,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKBG DT:30/12/20
",-432.00
07/01/2021,HIUL,DPDEC20,15964,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIUL DT:30/12/20
",-1026.00
07/01/2021,HKGT,DPDEC20,15765,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKGT DT:30/12/20
",-1055.00
07/01/2021,SSL,CRDEC20,2631,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:30-12-20

",56.00
07/01/2021,KUKP,DPDEC20,15960,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KUKP DT:30/12/20,-542.00
07/01/2021,PEB,CRDEC20,2703,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:31-12-20
",342.00
07/01/2021,GID,DPJAN21,1560,04/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:04/01/21,-115.00
07/01/2021,HYTR,DJJAN21,6713,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF MESONARY WORK FOR HYTR T/MENT FLAT FARM PILLAR PATCH WORK PURPOSE AT HYTR DT:07-01-21.
",-1800.00
07/01/2021,HIUL,DPDEC20,16632,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIUL DT:31/12/20
",-968.00
07/01/2021,TTRJ,DPJAN21,387,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  TTRJ DT:01/01/21,-355.00
07/01/2021,RMYP,DPDEC20,15789,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  RMYP DT:30/12/2020

",-51.00
07/01/2021,HIDG,DPDEC20,15867,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC  AMOUNT AT HIDG DT:30/12/20,-250.00
07/01/2021,MDM,DPJAN21,1198,03/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:03/01/21
",-52.00
07/01/2021,PEB,CRDEC20,2620,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:30-12-20
",1422.00
07/01/2021,KRTR,DJJAN21,6517,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:07-01-21.
",-683.00
07/01/2021,KRTR,DJJAN21,6518,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:07-01-21.
",-356.00
07/01/2021,VZM,DPJAN21,2941,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:06/01/21,-116.00
07/01/2021,HASK,DPDEC20,16121,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  HASK DT:30/12/2020,-238.00
07/01/2021,HLI,CRDEC20,2622,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HLI DT:30-12-20
",121.00
07/01/2021,VZCA,DPJAN21,1936,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:05/01/21
",-200.00
07/01/2021,HIUL,DPJAN21,253,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF HAMALI SALARY AMOUNT FOR THE MONTH OF DEC-20 AT HIUL DT:01/01/21
",-1355.00
07/01/2021,HNGL,DPJAN21,244,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HNGL DT:01/01/21
",-629.00
07/01/2021,CDTR,DJJAN21,6698,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF PVT VEHICLE PATTA MAMULU AMT AT CDTR DT:07.01.21 VNO:AP02TE1551/CD3739/06.01.2021/CHTR AMT RS:400:00
",400.00
07/01/2021,STBN,DPDEC20,16741,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  STBN DT:31/12/2020,-1150.00
07/01/2021,GRZ,DPJAN21,619,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  GRZ DT:02/01/21
",-210.00
07/01/2021,BBG,DPJAN21,60,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  BBG DT:01/01/21
",-1350.00
07/01/2021,MDM,CRJAN21,184,03/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:03-01-21
",135.00
07/01/2021,HLI,DPJAN21,6386,27/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Hli Dt:27/12/20 ,-369.00
07/01/2021,HFNG,DPDEC20,15837,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HFNG DT:30/12/20
",-189.00
07/01/2021,HYTR,DJJAN21,6719,07/01/2021,Freight Collection O.S Others,,PAYMENT OF BIHAR HAMALI TIFFINS AND MEALS EXPENSES FOR HKVD DOOR BOOKING BUSINESS ON DT:06/01/2021 AT HYTR DT:07-01-21. ,-200.00
07/01/2021,HYTR,DJJAN21,6720,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT PURPOSE ON DT:06/01/2021 AT HYTR DT:07-01-21.
",-2600.00
07/01/2021,HFNG,DPJAN21,212,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF HAMAALI SALARY AMOUNT FOR THE MONTH OF DECEMBER-2020.AT HFNG DT:01-01-2021
",-1048.00
07/01/2021,HFNG,DPDEC20,16504,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HFNG DT:31/12/20,-66.00
07/01/2021,HMLK,DPDEC20,16502,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HMLK DT:31/12/20
",-310.00
07/01/2021,RMYP,DPDEC20,15541,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  RMYP DT:29/12/2020
",-551.00
07/01/2021,HKBG,DPJAN21,210,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKBG DT:01/01/21
",-62.00
07/01/2021,KTT,CRDEC20,2571,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:29-12-20
",39.00
07/01/2021,HYA,DPDEC20,16105,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HYA DT:30/12/20
",-50.00
07/01/2021,MKL,DPDEC20,15504,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MKL DT:29/12/20,-214.00
07/01/2021,HBTR,DJJAN21,6426,07/01/2021,Freight Collection O.S Others,,"payment of vh repair propose material crossing hamali amount paid vh no ap16tv5980 total wt 4045*100=400,AT HBTR DT:07-01-21.
 ",-400.00
07/01/2021,HYA,DPDEC20,15383,29/12/2020,Freight Collection O.S Others,,payment of cc amount at hya dt:29/12/20,-50.00
07/01/2021,HLI,DPDEC20,14081,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HLI DT:27/12/20
",-108.00
07/01/2021,HLI,CRDEC20,2334,27/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HLI DT:27-12-20
",234.00
07/01/2021,MKL,DPDEC20,14516,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MKL DT:28/12/20,-348.00
07/01/2021,PEB,DPDEC20,14630,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:28/12/20
",-1933.00
07/01/2021,HLI,CRDEC20,2499,29/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:HLI DT:29-12-20,131.00
07/01/2021,SRGP,DPDEC20,15111,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SRGP DT:29/12/2020,-300.00
07/01/2021,ECD,CRDEC20,2504,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:ECD DT:29-12-20
",40.00
07/01/2021,MBNR,CRDEC20,2519,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:29-12-20
",602.00
07/01/2021,HASK,DPDEC20,15295,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HASK DT:29/12/2020
",-550.00
07/01/2021,SRGP,DPDEC20,15337,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SRGP DT:29/12/2020,-946.00
07/01/2021,SSL,DPDEC20,14513,28/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ssl Dt:28/12/20,-814.00
07/01/2021,RMYP,CRDEC20,2357,27/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RMYP DT:27-12-20
",53.00
07/01/2021,PEB,CRDEC20,2329,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:26-12-20
",792.00
07/01/2021,MBNR,CRDEC20,2521,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:29-12-20
",150.00
07/01/2021,MBNR,DPDEC20,15298,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:29/12/20
",-73.00
07/01/2021,MBNR,DPDEC20,15299,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:29/12/20
",-662.00
07/01/2021,HKVD,DPDEC20,15305,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKVD DT:29/12/20
",-628.00
07/01/2021,STBN,DPDEC20,14816,28/12/2020,Freight Collection O.S Others,,"payment for stbn branch hamali stock verification expences for the month of december 2020 AT STBN DT:28/12/2020
",-1400.00
07/01/2021,RMYP,DPDEC20,14147,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT RMYP DT:27/12/20
",-135.00
07/01/2021,STBN,DPDEC20,14546,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STBN DT:28/12/2020
",-405.00
07/01/2021,RMYP,DPDEC20,14480,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  RMYP DT:28/12/2020

",-38.00
07/01/2021,ECD,CRDEC20,2299,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:ECD DT:26-12-20
",73.00
07/01/2021,HLI,DPDEC20,14964,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HLI DT:29/12/20,-23.00
07/01/2021,RMYP,DPDEC20,14096,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  RMYP DT:26/12/2020
",-609.00
07/01/2021,BGKT,DPDEC20,13703,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  BGKT DT:26/12/2020
",-340.00
07/01/2021,SPTN,DPDEC20,12970,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT SPTN DT:24/12/2020
",-510.00
07/01/2021,HLI,CRDEC20,2291,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HLI DT:26-12-20
",113.00
07/01/2021,PEB,CRDEC20,2056,23/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:23-12-20
",640.00
07/01/2021,PEB,DPDEC20,12950,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:24/12/20
",-939.00
07/01/2021,HLI,DPDEC20,13670,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HLI DT:26/12/20
",-212.00
07/01/2021,PEB,CRDEC20,2234,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:25-12-20
",182.00
07/01/2021,PEB,DPDEC20,12143,23/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:23/12/20
",-768.00
07/01/2021,HYA,DPDEC20,15385,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HYA DT:29/12/20,-2064.00
07/01/2021,SAGR,DPDEC20,14421,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SAGR DT:28/12/2020,-48.00
07/01/2021,PEB,DPDEC20,13277,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:25/12/20
",-183.00
07/01/2021,MMR,CRDEC20,2113,23/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MMR DT:23-12-20
",198.00
07/01/2021,PEB,DPDEC20,14107,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:27/12/20
",-272.00
07/01/2021,SPTN,DPDEC20,13463,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  SPTN DT:25/12/2020
",-480.00
07/01/2021,GDG,DPDEC20,14474,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  GDG DT:28/12/2020,-517.00
07/01/2021,MBNR,CRDEC20,2431,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:28-12-20
",827.00
07/01/2021,PEB,CRDEC20,2195,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:24-12-20
",1016.00
07/01/2021,MKL,CRDEC20,2420,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MKL DT:28-12-20
",32.00
07/01/2021,HBG,DPDEC20,15171,29/12/2020,Freight Collection O.S Others,,PAYMENT OF GMMCO DOOR BOOKING CHARGERS LR NO:H041612 DT:29_12_20AT HBG DT:29/12/20,-150.00
07/01/2021,HMLK,DPDEC20,15200,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HMLK DT:29/12/20
",-137.00
07/01/2021,MMR,CRDEC20,2340,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MMR DT:26-12-20
",62.00
07/01/2021,MBNR,DPDEC20,14632,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:28/12/20
",-288.00
07/01/2021,MBNR,DPDEC20,14644,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:28/12/20
",-617.00
07/01/2021,STBN,DPDEC20,14548,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC  AMOUNT AT STBN DT:28/12/20,-1025.00
07/01/2021,STBN,DPDEC20,14543,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STBN DT:28/12/2020
",-405.00
07/01/2021,MBNR,CRDEC20,2429,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:28-12-20
",577.00
07/01/2021,KTT,CRDEC20,2368,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:26-12-20
",4.00
07/01/2021,PEB,CRDEC20,2339,27/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:27-12-20
",226.00
07/01/2021,PEB,CRDEC20,2525,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:29-12-20
",1061.00
07/01/2021,MMR,DPDEC20,13561,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MMR Dt:26/12/20
",-1234.00
07/01/2021,ECD,DPDEC20,13708,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  ECD DT:26/12/20
",-122.00
07/01/2021,STBN,DPDEC20,14814,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STBN DT:28/12/2020
",-1453.00
07/01/2021,STBN,DPDEC20,14818,28/12/2020,Freight Collection O.S Others,,"payment for stbn branch stock verification tea expences for the month of december 2020 AT STBN DT:28/12/2020
",-66.00
07/01/2021,BGUB,DPDEC20,15167,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  BGUB DT:29/12/2020,-376.00
07/01/2021,BGKT,DPDEC20,15199,29/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Bgkt Dt:29/12/20,-224.00
07/01/2021,PEB,DPDEC20,15208,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:29/12/20
",-422.00
07/01/2021,DKD,CRDEC20,2411,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:28-12-20
",15.00
07/01/2021,MBNR,DPDEC20,14641,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:28/12/20
",-362.00
07/01/2021,DKD,DPDEC20,14374,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  DKD DT:28/12/2020,-783.00
08/01/2021,MRMN,DPJAN21,1429,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MRMN DT:04/01/21
",-211.00
08/01/2021,BLHS,CRDEC20,2624,30/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:BLHS DT:30-12-20,360.00
08/01/2021,MSM,DPJAN21,477,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSM  SWEEPER CHARGES PAID FOR THE MONTH OF DEC 2020. AT MSM DT:02/01/21
",-200.00
08/01/2021,KRTR,DJJAN21,7468,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:08-01-21.
",-224.00
08/01/2021,KNDP,CRJAN21,419,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KNDP DT:06-01-21
",354.00
08/01/2021,VZA,DPJAN21,3561,07/01/2021,Freight Collection O.S Others,,Payment Of Cc Amount At Vza Dt:07/01/21,-15.00
08/01/2021,MLVM,DPJAN21,2043,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MLVM DT:05/01/21

",-73.00
08/01/2021,VGD,CRJAN21,132,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:02-01-21
",147.00
08/01/2021,CDP,DPJAN21,743,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF GODOWNSWEEPING CHARGES AMOUNT AT CDP DT:02/01/21
",-500.00
08/01/2021,RJY,DPJAN21,905,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT RJY DT:02/01/21,-312.00
08/01/2021,GTK,DPDEC20,15760,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GTK DT:30/12/2020
 
",-161.00
08/01/2021,BLTR,DJJAN21,7663,08/01/2021,Freight Collection O.S Others,,PAYMENT OF BLCB BRANCH LOADING CHARGESS ON:2448*100=264 ON:08/01/21 AMOUNT PAID AT BLTR DT:08-01-21.,-264.00
08/01/2021,VGD,DPJAN21,1077,03/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VGD DT:03/01/21
",-240.00
08/01/2021,TRVL,CRDEC20,2739,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:TRVL DT:31-12-20
",75.00
08/01/2021,KOLK,DPJAN21,549,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KOLK DT:02/01/21

",-86.00
08/01/2021,VZO,DPJAN21,3762,07/01/2021,Freight Collection O.S Others,,"payment of vzo brach toliet cleaning purposes/amount  AT VZO DT:07/01/21
",-100.00
08/01/2021,PVGD,CRDEC20,2556,29/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:PVGD DT:29-12-20,110.00
08/01/2021,MUDN,CRDEC20,2535,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:29-12-20
",69.00
08/01/2021,BBG,DPJAN21,9258,28/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Bbg Dt:28/12/20 ,-100.00
08/01/2021,VSD,DPDEC20,16473,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSD DT:31/12/2020
",-56.00
08/01/2021,BLHS,DPDEC20,15814,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:30/12/2020,-250.00
08/01/2021,HSSN,DPDEC20,15426,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HSSN DT:29/12/2020
",-86.00
08/01/2021,MRMN,DPDEC20,16139,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MRMN DT:30/12/2020
",-484.00
08/01/2021,PLMR,CRJAN21,140,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PLMR DT:02-01-21
",47.00
08/01/2021,YGTL,CRDEC20,2697,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:31-12-20

",75.00
08/01/2021,GDR,DPDEC20,16725,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GDR Dt:31/12/20,-100.00
08/01/2021,MDR,CRJAN21,465,06/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:06-01-21
",340.00
08/01/2021,VSN,DPDEC20,16604,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSN DT:31/12/2020
",-111.00
08/01/2021,PLMR,CRDEC20,2643,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PLMR DT:30-12-20
",20.00
08/01/2021,MDR,CRJAN21,509,07/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:07-01-21
",86.00
08/01/2021,VGD,CRJAN21,71,01/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:01-01-21
",144.00
08/01/2021,MDR,DPJAN21,3020,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:06/01/21
",-330.00
08/01/2021,MUDN,DPDEC20,15739,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MUDN DT:30/12/2020,-214.00
08/01/2021,VGD,CRJAN21,155,03/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:03-01-21
",116.00
08/01/2021,MSM,DPJAN21,1189,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:02/01/01,-317.00
08/01/2021,VZM,DPJAN21,3528,07/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:07/01/21,-57.00
08/01/2021,PVGD,DPDEC20,15525,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:29/12/2020
",-477.00
08/01/2021,KALR,DPJAN21,3168,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KALR DT:06/01/01
",-465.00
08/01/2021,MRMN,DPDEC20,15493,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MRMN DT:29/12/2020
",-91.00
08/01/2021,RCTR,DJJAN21,8154,08/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-07/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:08-01-21.
",-660.00
08/01/2021,KOLK,DPDEC20,16477,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KOLK DT:31/12/2020

",-24.00
08/01/2021,HSSN,CRDEC20,2644,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HSSN DT:30-12-20
",66.00
08/01/2021,AMK,DPJAN21,327,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AMK DT:01/01/21
",-221.00
08/01/2021,YGTL,CRJAN21,124,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:02-01-21
",187.00
08/01/2021,MSN,CRJAN21,34,01/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:01-01-21
",18.00
08/01/2021,TTB,DPJAN21,930,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT TTB DT:02/01/21
",-1106.00
08/01/2021,HYTR,DJJAN21,7436,08/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR CANTEEN CLEANING AND MEALS SUPPLY PURPOSE ON DT:07/01/2021 NIGHT DUTY AT HYTR DT:08-01-21.
",-500.00
08/01/2021,VZCA,DPJAN21,3332,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:07/01/21
",-699.00
08/01/2021,MDM,CRJAN21,364,05/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:MDM DT:05-01-21,160.00
08/01/2021,YGTL,DPJAN21,555,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT YGTL DT:02/01/21
",-164.00
08/01/2021,VGD,CRDEC20,2734,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:31-12-20
",164.00
08/01/2021,CPRA,DPJAN21,98,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:01/01/21
",-112.00
08/01/2021,MSG,CRDEC20,2737,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:31-12-20
",20.00
08/01/2021,MUDN,DPDEC20,16414,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MUDN DT:31/12/2020,-98.00
08/01/2021,BLKL,DPDEC20,15925,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT BLKL DT:30/12/2020
",-551.00
08/01/2021,BLTR,DJJAN21,8342,08/01/2021,Freight Collection O.S Others,,PAYMENT OF BATTERY LOBAR CHARGES AMOUNT PAID AT BLTR DT:08-01-21. ,-400.00
08/01/2021,CPRA,DPJAN21,577,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:02/01/21
",-34.00
08/01/2021,VZCA,DPJAN21,3268,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:07/01/21
",-1500.00
08/01/2021,MDM,DPJAN21,2486,05/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:05/01/21

",-218.00
08/01/2021,VGD,DPDEC20,16708,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VGD DT:31/12/2020,-345.00
08/01/2021,MUDN,CRDEC20,2708,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:31-12-20
",371.00
08/01/2021,CHRI,DPJAN21,331,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT CHRI DT:01/01/21,-63.00
08/01/2021,VSN,DPJAN21,278,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSN DT:01/01/21
",-255.00
08/01/2021,MSN,DPJAN21,556,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MSN DT:02/01/21
",-334.00
